0.000493827 	-0.00128914 	-7.88103e-06 	-8.12283e-05
0.0017284 	-0.00415803 	-4.41705e-05 	-0.000274083
0.00358025 	-0.00761977 	-0.000165675 	-0.000545859
0.00635802 	-0.0113044 	-0.000534929 	-0.000920766
0.0105247 	-0.0144231 	-0.00143738 	-0.00144031
0.0182096 	-0.016457 	-0.00284089 	-0.00209001
0.0287048 	-0.0175163 	-0.00433833 	-0.0026285
0.0394538 	-0.018186 	-0.00580214 	-0.00285225
0.0504629 	-0.01892 	-0.00728144 	-0.00287197
0.0617383 	-0.0198223 	-0.00875595 	-0.00285065
0.0732864 	-0.0208794 	-0.0102277 	-0.00281672
0.0851139 	-0.0220219 	-0.0116643 	-0.00277425
0.0972277 	-0.0231794 	-0.0130135 	-0.00273009
0.109634 	-0.0242912 	-0.0142512 	-0.00265483
0.122341 	-0.0252978 	-0.0153949 	-0.00252278
0.136096 	-0.0261266 	-0.0164569 	-0.00234098
0.150925 	-0.0266842 	-0.017395 	-0.0021651
0.166112 	-0.0269502 	-0.0182191 	-0.00206593
0.181667 	-0.0269697 	-0.0190012 	-0.00205829
0.197598 	-0.0267123 	-0.019725 	-0.00211299
0.213915 	-0.0261151 	-0.0203556 	-0.0021909
0.230626 	-0.0252265 	-0.0209207 	-0.00223706
0.247741 	-0.0241904 	-0.0214655 	-0.00220946
0.26527 	-0.0230972 	-0.022035 	-0.00211558
0.283224 	-0.0219441 	-0.0226469 	-0.00199778
0.301611 	-0.0207216 	-0.0232765 	-0.00187991
0.320444 	-0.0194294 	-0.0238929 	-0.00175563
0.339732 	-0.018043 	-0.0244672 	-0.00162507
0.359487 	-0.0165455 	-0.0249814 	-0.00148044
0.37972 	-0.0149359 	-0.0254241 	-0.00130989
0.400442 	-0.013217 	-0.0257937 	-0.00113406
0.421665 	-0.0114011 	-0.0260902 	-0.000982078
0.443401 	-0.00949573 	-0.0262947 	-0.000878765
0.465664 	-0.00750021 	-0.0263805 	-0.00083473
0.488465 	-0.00542182 	-0.0263264 	-0.000833538
0.511537 	-0.00329879 	-0.0261362 	-0.000862653
0.534339 	-0.00119026 	-0.0258226 	-0.000915765
0.556601 	0.000864032 	-0.0253874 	-0.000976896
0.578337 	0.00284991 	-0.024833 	-0.00103205
0.59956 	0.00476613 	-0.0241685 	-0.00107896
0.620282 	0.00661834 	-0.0234047 	-0.00111695
0.640515 	0.00840404 	-0.0225416 	-0.00114373
0.660269 	0.0101034 	-0.0215763 	-0.00116051
0.679558 	0.0116946 	-0.0205001 	-0.00117508
0.69839 	0.0131586 	-0.0193072 	-0.00120367
0.716778 	0.0144783 	-0.0180154 	-0.00126302
0.734731 	0.0156619 	-0.0166593 	-0.00136231
0.752261 	0.0167427 	-0.0152806 	-0.00149944
0.769376 	0.0177488 	-0.0139003 	-0.00165448
0.786087 	0.0186986 	-0.0125261 	-0.00179219
0.802404 	0.0196348 	-0.0111861 	-0.0018873
0.818335 	0.0206368 	-0.00992112 	-0.00194323
0.833889 	0.0218047 	-0.00877163 	-0.00197472
0.849077 	0.0232354 	-0.00777139 	-0.00198293
0.863906 	0.0249968 	-0.00693137 	-0.0019661
0.878384 	0.0271333 	-0.00623557 	-0.00194921
0.892521 	0.0296776 	-0.00566724 	-0.00197715
0.906324 	0.0326431 	-0.00523366 	-0.00206499
0.9198 	0.0360598 	-0.00493542 	-0.00214851
0.932959 	0.0399439 	-0.00473021 	-0.00214787
0.945807 	0.044253 	-0.00457871 	-0.002082
0.958351 	0.0489249 	-0.00446986 	-0.0020282
0.970599 	0.0538472 	-0.00438115 	-0.00203474
0.982557 	0.0588748 	-0.00428797 	-0.00211534
0.994232 	0.0638675 	-0.0041675 	-0.00224672
1.00549 	0.0687079 	-0.00399548 	-0.00237507
1.01656 	0.0734288 	-0.00377489 	-0.00245581
1.02783 	0.0781398 	-0.00353439 	-0.00247933
1.03928 	0.082863 	-0.00329441 	-0.00246846
1.05092 	0.0875262 	-0.00303897 	-0.00244026
1.06276 	0.0920334 	-0.00276572 	-0.00239514
1.0748 	0.0963358 	-0.00249916 	-0.00233372
1.08704 	0.100382 	-0.00222516 	-0.00225145
1.09949 	0.104099 	-0.00193743 	-0.00213677
1.11215 	0.107514 	-0.00165236 	-0.00197688
1.12502 	0.110749 	-0.00135481 	-0.00177205
1.1381 	0.113803 	-0.00106458 	-0.00153618
1.15141 	0.116598 	-0.000847541 	-0.001293
1.16494 	0.119137 	-0.000700553 	-0.00106717
1.1787 	0.121455 	-0.000564927 	-0.000870644
1.19269 	0.123608 	-0.000435127 	-0.000747475
1.20692 	0.12568 	-0.000345044 	-0.000746976
1.22139 	0.127743 	-0.000287761 	-0.000814761
1.2361 	0.129846 	-0.000220549 	-0.000850855
1.25106 	0.131948 	-0.000149813 	-0.000852058
1.26627 	0.133973 	-0.000100991 	-0.000879318
1.28173 	0.135887 	-6.33258e-05 	-0.000944106
1.29746 	0.137692 	-2.51731e-05 	-0.00102068
1.31345 	0.139422 	2.04448e-05 	-0.00106455
1.32971 	0.141088 	6.33657e-05 	-0.00103538
1.34625 	0.142692 	8.18341e-05 	-0.000950396
1.36306 	0.144259 	6.56427e-05 	-0.000840168
1.38016 	0.145758 	3.71136e-05 	-0.00073833
1.39754 	0.1471 	2.18455e-05 	-0.000712522
1.41522 	0.14825 	2.67905e-05 	-0.00077301
1.43319 	0.149249 	5.38127e-05 	-0.000863221
1.45147 	0.150195 	8.98464e-05 	-0.000983823
1.47006 	0.15117 	0.000127818 	-0.0011397
1.48896 	0.152174 	0.000153065 	-0.00128162
1.50818 	0.153195 	0.000156263 	-0.00137418
1.52772 	0.154239 	0.000155125 	-0.00142569
1.54759 	0.15528 	0.000155893 	-0.00148434
1.56779 	0.156289 	0.000146878 	-0.00158705
1.58834 	0.157291 	0.000125301 	-0.00170901
1.60923 	0.158305 	0.00011286 	-0.00178659
1.63047 	0.159302 	0.000126337 	-0.00181112
1.65207 	0.160275 	0.000164122 	-0.00181853
1.67403 	0.161264 	0.000205059 	-0.00181407
1.69637 	0.162301 	0.000213774 	-0.00178699
1.71908 	0.163368 	0.00019546 	-0.00169164
1.74217 	0.16443 	0.00018686 	-0.00150799
1.76565 	0.165479 	0.000193923 	-0.00129266
1.78953 	0.166527 	0.000183723 	-0.00109825
1.81381 	0.16756 	0.000145375 	-0.000943251
1.8385 	0.168534 	0.000106176 	-0.000811039
1.8636 	0.169415 	9.79999e-05 	-0.000673497
1.88913 	0.170221 	0.000132179 	-0.000530178
1.91509 	0.170978 	0.000173377 	-0.000392808
1.94148 	0.17167 	0.000203737 	-0.000231286
1.96832 	0.172296 	0.000206088 	-2.06391e-05
1.99561 	0.172919 	0.000147646 	0.000198431
2.02336 	0.173634 	8.4766e-05 	0.000397974
2.05158 	0.17448 	7.46518e-05 	0.000578202
