# Aspect ratio 1 (Fig. 2) - Re=19 000
# z/H u_mean/U w_mean/U tke/U^2 Re stress/U^2
0.000833333 -0.040186058 0.001760009 0.00032242 3.50E-06
0.050833333 -0.192871805 0.021960009 0.006584277 0.000749174
0.09 -0.205860042 0.045149977 0.007760281 0.00099652
0.131666667 -0.186448787 0.036794614 0.007048396 0.001369188
0.173333333 -0.208180294 0.037945525 0.005823319 0.000854898
0.210833333 -0.171488148 0.047816033 0.005878078 0.000701985
0.255 -0.175832631 0.064291853 0.006236098 0.000319679
0.305 -0.144248358 0.059871851 0.006482616 0.0004288
0.3375 -0.131025426 0.089906519 0.005058316 0.000105986
0.384166667 -0.117950043 0.087319246 0.004895444 9.79E-05
0.421666667 -0.094940606 0.086467557 0.003749782 -2.47E-05
0.465833333 -0.076833167 0.090855478 0.00384225 0.000439555
0.514166667 -0.042704172 0.090552738 0.003146294 -0.000166709
0.5575 -0.032602659 0.10024434 0.00299825 -0.00024415
0.596666667 0.017098777 0.099491729 0.003859989 0.000235095
0.6375 0.045970683 0.092359438 0.002367433 3.47E-05
0.679166667 0.053995181 0.100236145 0.002369571 -0.000334379
0.721666667 0.087680148 0.098454951 0.003085035 -0.000195438
0.768333333 0.114122579 0.094111491 0.002681785 -0.00015723
0.804166667 0.143250991 0.080248848 0.002899475 -5.74E-05
0.846666667 0.170588104 0.064056833 0.004046713 -3.76E-05
0.895833333 0.191100117 0.0558277 0.004615537 -0.000374994
0.9275 0.213098996 0.062290686 0.007724626 -0.00090436
0.9775 0.274530745 0.045168571 0.011573604 -0.004458387
1.010833333 0.362052225 0.029698715 0.018817539 -0.008360499
1.058333333 0.560929616 -0.024770878 0.026192253 -0.008481537
1.1025 0.563135522 -0.002363655 0.026773035 -0.006982177
1.148333333 0.600315123 -0.010826799 0.027714453 -0.006450148
1.190833333 0.603023431 -0.003853725 0.028791978 -0.00563593
1.2325 0.624760156 -0.009607045 0.024614327 -0.005973302
1.275 0.687892138 -0.023283228 0.027667159 -0.006963942
1.315833333 0.694691331 -0.014036166 0.02720688 -0.008163384
1.3575 0.68438131 -0.003747181 0.025074796 -0.005826413
1.4 0.752645037 -0.021272865 0.026852913 -0.006738508
1.443333333 0.760658241 -0.021602085 0.022785104 -0.006095108
1.484166667 0.785772016 -0.027548487 0.023586242 -0.005596488
1.526666667 0.80541857 -0.024378369 0.021560818 -0.005931123
1.569166667 0.846635347 -0.025514207 0.020616461 -0.006147693
1.605833333 0.856211101 -0.023901555 0.021198871 -0.005550585
1.6525 0.868054053 -0.020929331 0.017686024 -0.004974135
1.695833333 0.912174627 -0.029489337 0.014213791 -0.003712818
1.739166667 0.948149079 -0.034307014 0.009330271 -0.00298656
1.776666667 0.956294207 -0.036781485 0.009056767 -0.002910001
1.8225 0.98054807 -0.033191324 0.005333782 -0.001143345
1.864166667 0.973719993 -0.027015703 0.005901183 -0.001563193
1.904166667 0.979922867 -0.028443674 0.004255537 -0.000926729
1.9875 0.991044992 -0.022688928 0.003417118 -0.001213195
2.075833333 1.001226493 -0.023601535 0.001357347 -0.000181685
2.159166667 1.003161485 -0.024908655 0.00100676 -0.000217687
2.241666667 1.003175294 -0.022555164 0.000872881 -0.000126117
2.328333333 0.990133179 -0.019409219 0.000849808 -0.00013318
2.414166667 1.002919818 -0.022942805 0.000893167 -5.21E-05
2.490833333 1.00935288 -0.023752182 0.000902805 -3.61E-05
2.575833333 1.007699094 -0.023375876 0.001691036 -3.08E-05
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
