# 	xx	yy	zz	k
0.0017284	1.74E-06	5.46E-09	1.85E-06	1.79E-06
0.00358025	5.36E-06	4.84E-08	5.49E-06	5.45E-06
0.00635802	1.37E-05	2.72E-07	1.21E-05	1.30E-05
0.0105247	3.79E-05	1.16E-06	2.22E-05	3.06E-05
0.0182096	8.70E-05	3.37E-06	3.42E-05	6.23E-05
0.0287048	0.000139708	6.69E-06	4.48E-05	9.56E-05
0.0394538	0.000168981	1.02E-05	5.24E-05	1.16E-04
0.0504629	0.000174184	1.36E-05	5.76E-05	1.23E-04
0.0617382	0.00016564	1.71E-05	6.07E-05	1.22E-04
0.0732864	0.000150496	2.05E-05	6.16E-05	1.16E-04
0.0851139	0.000132917	2.41E-05	6.06E-05	1.09E-04
0.0910983	0.000123916	2.60E-05	5.97E-05	1.05E-04
0.0972277	0.000115705	2.80E-05	5.83E-05	1.01E-04
0.109634	0.000100824	3.21E-05	5.53E-05	9.41E-05
0.12234	8.91E-05	3.61E-05	5.24E-05	8.88E-05
0.136096	8.00E-05	3.97E-05	4.98E-05	8.47E-05
0.150925	7.23E-05	4.24E-05	4.78E-05	8.13E-05
0.166112	6.60E-05	4.40E-05	4.64E-05	7.82E-05
0.181667	6.12E-05	4.50E-05	4.56E-05	7.59E-05
0.197598	5.79E-05	4.56E-05	4.52E-05	7.43E-05
0.213914	5.57E-05	4.60E-05	4.48E-05	7.32E-05
0.230625	5.44E-05	4.59E-05	4.42E-05	7.23E-05
0.247741	5.35E-05	4.53E-05	4.38E-05	7.13E-05
0.26527	5.27E-05	4.44E-05	4.36E-05	7.04E-05
0.283224	5.19E-05	4.33E-05	4.36E-05	6.94E-05
0.301611	5.08E-05	4.18E-05	4.36E-05	6.81E-05
0.320444	4.95E-05	4.01E-05	4.37E-05	6.67E-05
0.339732	4.82E-05	3.85E-05	4.38E-05	6.53E-05
0.359487	4.72E-05	3.72E-05	4.36E-05	6.40E-05
0.379719	4.67E-05	3.59E-05	4.32E-05	6.29E-05
0.400441	4.65E-05	3.47E-05	4.28E-05	6.20E-05
0.421664	4.66E-05	3.35E-05	4.26E-05	6.13E-05
0.443401	4.69E-05	3.24E-05	4.23E-05	6.07E-05
0.465663	4.71E-05	3.13E-05	4.18E-05	6.01E-05
0.488464	4.72E-05	3.03E-05	4.12E-05	5.94E-05
0.511537	4.72E-05	2.93E-05	4.05E-05	5.85E-05
0.534338	4.71E-05	2.84E-05	3.98E-05	5.76E-05
0.556601	4.67E-05	2.76E-05	3.90E-05	5.67E-05
0.578337	4.62E-05	2.69E-05	3.81E-05	5.56E-05
0.59956	4.53E-05	2.64E-05	3.69E-05	5.43E-05
0.620282	4.41E-05	2.62E-05	3.54E-05	5.28E-05
0.640515	4.24E-05	2.62E-05	3.38E-05	5.12E-05
0.660269	4.04E-05	2.66E-05	3.21E-05	4.96E-05
0.679558	3.84E-05	2.72E-05	3.05E-05	4.81E-05
0.69839	3.63E-05	2.79E-05	2.92E-05	4.68E-05
0.716778	3.40E-05	2.85E-05	2.84E-05	4.54E-05
0.734731	3.15E-05	2.89E-05	2.76E-05	4.40E-05
0.752261	2.89E-05	2.95E-05	2.68E-05	4.26E-05
0.769376	2.65E-05	3.05E-05	2.58E-05	4.14E-05
0.786087	2.45E-05	3.15E-05	2.46E-05	4.04E-05
0.802404	2.27E-05	3.26E-05	2.35E-05	3.94E-05
0.818335	2.10E-05	3.37E-05	2.28E-05	3.87E-05
0.833889	1.93E-05	3.52E-05	2.27E-05	3.86E-05
0.849077	1.79E-05	3.73E-05	2.33E-05	3.93E-05
0.863906	1.71E-05	3.99E-05	2.47E-05	4.08E-05
0.878384	1.71E-05	4.30E-05	2.64E-05	4.32E-05
0.892521	1.79E-05	4.67E-05	2.85E-05	4.65E-05
0.906324	1.97E-05	5.12E-05	3.11E-05	5.10E-05
0.9198	2.28E-05	5.74E-05	3.46E-05	5.75E-05
0.932959	2.76E-05	6.66E-05	3.98E-05	6.70E-05
0.945807	3.75E-05	8.03E-05	4.91E-05	8.34E-05
0.958351	6.58E-05	9.95E-05	6.50E-05	1.15E-04
0.970599	0.000141095	0.000122291	8.73E-05	1.75E-04
0.982557	0.000292233	0.000144008	0.00011528	2.76E-04
0.994232	0.000502743	0.000158397	0.000148069	4.05E-04
1.00549	0.000682019	0.000160356	0.000180186	5.11E-04
1.01656	0.000755483	0.000153682	0.000206457	5.58E-04
1.02783	0.00073745	0.000147207	0.000225313	5.55E-04
1.03928	0.000667057	0.000143577	0.000236788	5.24E-04
1.05092	0.000577721	0.000142284	0.000243685	4.82E-04
1.06276	0.000495883	0.000143596	0.000248294	4.44E-04
1.0748	0.000433928	0.000147102	0.000249828	4.15E-04
1.08704	0.000395592	0.000151925	0.000247402	3.97E-04
1.09949	0.000376532	0.000156638	0.000241687	3.87E-04
1.11215	0.000370156	0.000159951	0.000234445	3.82E-04
1.12502	0.000369617	0.000162733	0.000227714	3.80E-04
1.1381	0.000370055	0.000166262	0.000223549	3.80E-04
1.15141	0.000368719	0.000169721	0.000222767	3.81E-04
1.16494	0.00036455	0.000171552	0.000224402	3.80E-04
1.1787	0.000358013	0.000171185	0.000226309	3.78E-04
1.1927	0.000347699	0.000169263	0.000226337	3.72E-04
1.20693	0.00033347	0.000166732	0.000224057	3.62E-04
1.22139	0.000319648	0.000164273	0.000220185	3.52E-04
1.2361	0.000308361	0.000162108	0.000215135	3.43E-04
1.25106	0.000298494	0.000159925	0.000209376	3.34E-04
1.26627	0.000290773	0.000157391	0.000203264	3.26E-04
1.28173	0.000285026	0.000154446	0.000197197	3.18E-04
1.29746	0.000278009	0.000150607	0.000192877	3.11E-04
1.31345	0.000269333	0.0001459	0.000190679	3.03E-04
1.32971	0.000261313	0.000141517	0.000187745	2.95E-04
1.34625	0.000253768	0.000137446	0.000182055	2.87E-04
1.36306	0.000245311	0.000133176	0.000174665	2.77E-04
1.38016	0.000236423	0.000129602	0.000167354	2.67E-04
1.39755	0.000227758	0.000126764	0.000160792	2.58E-04
1.41522	0.000218663	0.000123661	0.000154661	2.48E-04
1.43319	0.000209139	0.000120539	0.000149146	2.39E-04
1.45148	0.000200577	0.000118102	0.000144258	2.31E-04
1.47006	0.000193839	0.000115835	0.000139025	2.24E-04
1.48896	0.000188799	0.000113265	0.000133747	2.18E-04
1.50818	0.000184915	0.000110943	0.000129669	2.13E-04
1.52772	0.000182323	0.000108862	0.00012729	2.09E-04
1.54759	0.000182418	0.000106929	0.000126626	2.08E-04
1.56779	0.000184794	0.000105587	0.000126385	2.08E-04
1.58834	0.00018697	0.000104821	0.000124951	2.08E-04
1.60923	0.000188089	0.000104714	0.000123304	2.08E-04
1.63047	0.000189465	0.000105236	0.000122845	2.09E-04
1.65207	0.000191672	0.000105717	0.000122846	2.10E-04
1.67403	0.000192832	0.000105638	0.000123001	2.11E-04
1.69637	0.000190971	0.000105081	0.00012337	2.10E-04
1.71908	0.000186539	0.000104587	0.000122703	2.07E-04
1.74217	0.000181153	0.00010451	0.000120894	2.03E-04
1.76565	0.000175782	0.00010482	0.000118751	2.00E-04
1.78953	0.000169914	0.000104952	0.000116528	1.96E-04
1.81381	0.000162555	0.000104277	0.000115347	1.91E-04
1.8385	0.000154399	0.000102887	0.0001153	1.86E-04
1.8636	0.000146692	0.00010079	0.000114734	1.81E-04
1.88913	0.000139257	9.76E-05	0.000112875	1.75E-04
1.91509	0.000132011	9.35E-05	0.000110049	1.68E-04
1.94148	0.000125997	8.96E-05	0.000107228	1.61E-04
1.96832	0.000121139	8.65E-05	0.000105818	1.57E-04
1.99561	0.000116332	8.46E-05	0.000106571	1.54E-04
2.02336	0.000111315	8.36E-05	0.000108617	1.52E-04
2.05158	0.000106397	8.33E-05	0.000110414	1.50E-04
2.08027	0.000101536	8.35E-05	0.000111586	1.48E-04
2.10945	9.68E-05	8.35E-05	0.000111975	1.46E-04
2.13912	9.35E-05	8.28E-05	0.000111571	1.44E-04
2.16929	9.21E-05	8.20E-05	0.000111053	1.43E-04
2.19996	9.25E-05	8.20E-05	0.00010959	1.42E-04
2.23115	9.50E-05	8.30E-05	0.000105738	1.42E-04
2.26287	9.84E-05	8.41E-05	9.94E-05	1.41E-04
2.29512	9.85E-05	8.37E-05	9.22E-05	1.37E-04
2.32791	9.39E-05	8.16E-05	8.54E-05	1.30E-04
2.36126	8.79E-05	7.87E-05	7.86E-05	1.23E-04
2.39517	8.19E-05	7.46E-05	7.21E-05	1.14E-04
2.42965	7.52E-05	6.90E-05	6.61E-05	1.05E-04
2.46471	6.93E-05	6.28E-05	6.19E-05	9.70E-05
2.50036	6.47E-05	5.65E-05	5.95E-05	9.03E-05
2.53662	5.99E-05	5.09E-05	5.68E-05	8.38E-05
2.57348	5.47E-05	4.64E-05	5.34E-05	7.72E-05
2.61096	4.96E-05	4.25E-05	4.96E-05	7.09E-05
2.64907	4.45E-05	3.90E-05	4.50E-05	6.42E-05
2.68783	3.92E-05	3.56E-05	3.94E-05	5.72E-05
2.72724	3.49E-05	3.20E-05	3.42E-05	5.05E-05
2.76731	3.21E-05	2.83E-05	3.03E-05	4.53E-05
2.80807	2.99E-05	2.42E-05	2.78E-05	4.09E-05
2.8495	2.76E-05	1.95E-05	2.63E-05	3.67E-05
2.89163	2.56E-05	1.46E-05	2.44E-05	3.23E-05
2.93447	2.45E-05	8.87E-06	2.11E-05	2.72E-05
2.97804	3.13E-05	2.87E-06	1.84E-05	2.63E-05
